Date,Open,High,Low,Close
2018-03-06,1319.95,1338.54,1319.95,1334.58
2018-03-07,1337.79,1340.55,1322.5,1325.62
2018-03-08,1325.4,1329.08,1319.15,1322.05
2018-03-09,1322.15,1325.16,1313.13,1323.45
2018-03-12,1323.03,1324.22,1315.29,1323
2018-03-13,1323.65,1328.34,1315.83,1324.97
2018-03-14,1326.25,1330.1,1321.65,1325.5
2018-03-15,1323.75,1327.98,1315.06,1317.35
2018-03-16,1316.31,1321.71,1309.79,1313.77
2018-03-19,1313.48,1319.65,1307.82,1317.14
2018-03-20,1317.12,1318.34,1307.31,1311.2
2018-03-21,1311.36,1336.66,1309.94,1332.97
2018-03-22,1332.08,1334.94,1324.92,1330.22
2018-03-23,1331.05,1350.24,1330.73,1347.4
2018-03-26,1347.18,1355.97,1343.58,1353.52
2018-03-27,1353.71,1356.86,1339.98,1344.65
2018-03-28,1345.72,1347.07,1323.62,1325.04
2018-03-29,1324.9,1328.39,1321.35,1325.43
2018-04-02,1326.02,1344.87,1324.86,1341.31
2018-04-03,1340.76,1342.53,1329.02,1332.78
2018-04-04,1332.89,1348.08,1331.61,1333.38
2018-04-05,1333,1334.96,1322.82,1326.62
2018-04-06,1326.7,1335.42,1319.97,1333.45
2018-04-09,1334.32,1337.98,1326.97,1336.28
2018-04-10,1336.3,1342.66,1331.41,1339.48
2018-04-11,1339.49,1365.12,1339.23,1353.34
2018-04-12,1352.87,1353.23,1333.88,1335.15
2018-04-13,1334.9,1347.06,1334.9,1344.4
2018-04-16,1343.2,1350.55,1340.34,1345.68
2018-04-17,1345.88,1349.46,1337.78,1347.29
2018-04-18,1347.7,1355.7,1342.39,1349.39
2018-04-19,1349.44,1354.73,1341.1,1345.71
2018-04-20,1345.91,1346.21,1335.04,1335.66
2018-04-23,1334.68,1335.52,1322.22,1324.84
2018-04-24,1324.58,1332.71,1322.76,1330.35
2018-04-25,1330.05,1332.14,1318.91,1323.2
2018-04-26,1322.88,1326.55,1315.43,1316.93
2018-04-27,1316.91,1325.21,1315.64,1323.61
2018-04-30,1323.9,1326.45,1310.5,1315.93
2018-05-01,1315.38,1316.43,1301.91,1304.21
2018-05-02,1304.16,1313.4,1304.05,1305.72
2018-05-03,1304.59,1318.09,1304.59,1312.75
2018-05-04,1312.12,1315.33,1308.24,1314.34
2018-05-07,1317.54,1318.97,1310.32,1314.78
2018-05-08,1313.59,1317.72,1306.18,1313.25
2018-05-09,1314.8,1317.42,1304.52,1313.17
2018-05-10,1312.72,1322.89,1310.92,1320.67
2018-05-11,1321.64,1326,1318.32,1319.28
2018-05-14,1318.36,1322.39,1313.09,1314.11
2018-05-15,1312.98,1314.92,1288.8,1291.41
2018-05-16,1290.09,1296.96,1286.59,1290.38
2018-05-17,1290.62,1294.37,1285.69,1290.74
2018-05-18,1290.9,1294.18,1286.18,1291.89
2018-05-21,1290.78,1293.18,1282.19,1292.54
2018-05-22,1292.75,1296.09,1288.05,1291.62
2018-05-23,1291.26,1298.28,1288.15,1294.17
2018-05-24,1294.1,1306.66,1292.85,1304.48
2018-05-25,1304.46,1307.79,1300.01,1300.11
2018-05-28,1300.34,1300.4,1295.59,1297.7
2018-05-29,1297.49,1306.53,1293.84,1299.14
2018-05-30,1298.61,1304.4,1295.95,1300.43
2018-05-31,1301.62,1306.51,1297.9,1298.46
2018-06-01,1298.97,1300.65,1289.51,1293.65
2018-06-04,1292.62,1297.91,1290.43,1293.1
2018-06-05,1292.44,1300.59,1290.16,1295.02
2018-06-06,1296.57,1301.73,1293.94,1296.78
2018-06-07,1296.68,1303.08,1294.43,1294.43
2018-06-08,1297.1,1300.58,1294.23,1298.53
2018-06-11,1300.01,1302.2,1294.26,1300.39
2018-06-12,1300.33,1300.65,1293.36,1297.72
2018-06-13,1295.97,1301.24,1292.69,1299.5
2018-06-14,1299.79,1309.34,1297.63,1303.06
2018-06-15,1302.61,1303.17,1275.6,1279.97
2018-06-18,1277.73,1282.47,1277.14,1277.64
2018-06-19,1278.33,1284.14,1270.53,1275.37
2018-06-20,1274.71,1276.33,1267.73,1268.94
2018-06-21,1267.61,1270.17,1261.49,1266.47
2018-06-22,1266.99,1271.05,1266.82,1270.23
2018-06-25,1270.2,1272.65,1264.55,1265.53
2018-06-26,1265.76,1267.75,1254.89,1259.75
2018-06-27,1258.99,1260.07,1250.98,1252.93
2018-06-28,1251.91,1254.32,1246.02,1249.32
2018-06-29,1248.29,1255.67,1246.34,1252.55
2018-07-02,1251.96,1254.28,1239.76,1242.51
2018-07-03,1241.88,1256.9,1238.03,1252.12
2018-07-04,1252.43,1261.14,1252.19,1256.98
2018-07-05,1256.73,1259.79,1251.38,1257.41
2018-07-06,1257.62,1258.82,1252.97,1254.99
2018-07-09,1255.15,1265.92,1254.99,1258.23
2018-07-10,1257.74,1260.38,1247.48,1256.27
2018-07-11,1256.2,1256.97,1241.61,1242.39
2018-07-12,1242.3,1248.6,1241.42,1247.21
2018-07-13,1247.3,1248.08,1236.82,1241.67
2018-07-16,1240.93,1245.63,1238.4,1240.71
2018-07-17,1240.73,1245,1226.25,1228.16
2018-07-18,1227.1,1229.18,1221.2,1226.78
2018-07-19,1227.36,1228.9,1211.72,1222.92
2018-07-20,1223.03,1232.3,1215.89,1230.99
2018-07-23,1231.77,1235.11,1222.41,1225.92
2018-07-24,1224.79,1229.49,1218.27,1224.36
2018-07-25,1224.24,1234.19,1223.33,1232.77
2018-07-26,1232.05,1235.24,1222.47,1223.76
2018-07-27,1222.96,1227.32,1217.65,1223.56
2018-07-30,1222.69,1225.12,1219.16,1222.56
2018-07-31,1221.79,1228.58,1214.1,1222.92
2018-08-01,1223.95,1224.84,1215.39,1215.39
2018-08-02,1215.99,1221.15,1207.2,1208.59
2018-08-03,1207.99,1220.02,1204.74,1213.69
2018-08-06,1213.91,1217.9,1206.17,1206.17
2018-08-07,1207.49,1216.2,1207.49,1212.58
2018-08-08,1210.83,1215.87,1206.75,1211.75
2018-08-09,1213.96,1217.33,1210.87,1212.48
2018-08-10,1212.63,1217.09,1205.84,1211.51
2018-08-13,1211.18,1213.94,1191.85,1194.28
2018-08-14,1194.13,1198.7,1192.21,1193.88
2018-08-15,1194.31,1194.69,1173.31,1175.49
2018-08-16,1175.99,1182.01,1160.31,1176.6
2018-08-17,1174.09,1184.47,1172.03,1184.35
2018-08-20,1183.59,1190.9,1182.87,1190.46
2018-08-21,1190.61,1197.04,1187.77,1196.03
2018-08-22,1196.25,1201.66,1192.71,1196.67
2018-08-23,1196.05,1196.69,1183.96,1184.82
2018-08-24,1185.52,1208.45,1183.28,1205.76
2018-08-27,1207.64,1212.41,1203.24,1210.96
2018-08-28,1211.39,1214.35,1199.77,1201.89
2018-08-29,1201.29,1207.3,1200.9,1206.41
2018-08-30,1206.8,1207.92,1196.51,1200.33
2018-08-31,1200.52,1208.85,1198.66,1199.52
2018-09-03,1201.09,1203.89,1195.82,1201.38
2018-09-04,1201.54,1202.07,1189.7,1190.86
2018-09-05,1191.31,1198.45,1191.02,1196.69
2018-09-06,1196.64,1207.01,1195.92,1200.15
2018-09-07,1200.3,1203.58,1193.54,1196.45
2018-09-10,1195.23,1198.53,1191.62,1195.1
2018-09-11,1195.33,1199.46,1187.9,1196.81
2018-09-12,1198.54,1208.55,1192.81,1206.09
2018-09-13,1207.15,1212.72,1200.3,1201.95
2018-09-14,1201.66,1208.57,1193.2,1194.11
2018-09-17,1194.34,1204.89,1192.93,1201.34
2018-09-18,1201.65,1203.57,1195.98,1198.36
2018-09-19,1198.25,1206.25,1197.77,1204.04
2018-09-20,1203.95,1208.45,1201.45,1207.2
2018-09-21,1207.5,1211.1,1191.96,1199.01
2018-09-24,1199.69,1204.16,1194.52,1199.65
2018-09-25,1198.86,1203.37,1197.17,1200.04
2018-09-26,1201.14,1202.53,1190.56,1194.4
2018-09-27,1194.9,1198.68,1181.97,1182.7
2018-09-28,1183.03,1193.85,1181.01,1191.96
2018-10-01,1192.48,1192.5,1184.68,1188.45
2018-10-02,1189.01,1208.29,1188.55,1202.3
2018-10-03,1203.44,1208.32,1196.71,1198.21
2018-10-04,1197.7,1206.78,1196.08,1200.81
2018-10-05,1200.03,1205.79,1197.35,1202.97
2018-10-08,1203.31,1204.14,1183.41,1187.94
2018-10-09,1188.62,1191.85,1183.44,1189.75
2018-10-10,1189.49,1194.85,1185.45,1193.89
2018-10-11,1195.02,1226.31,1191.41,1223.39
2018-10-12,1224.44,1224.44,1215.93,1218.06
2018-10-15,1217.7,1233.31,1217.02,1226.18
2018-10-16,1227.08,1232.41,1223.58,1227.03
2018-10-17,1224.31,1229.54,1220.69,1223.51
2018-10-18,1222.31,1230.15,1218.76,1228.15
2018-10-19,1225.72,1230.74,1223.24,1226.44
2018-10-22,1227.44,1229.6,1220.19,1222.1
2018-10-23,1222,1239.8,1221.83,1231.62
2018-10-24,1230.54,1234.22,1225.74,1233.9
2018-10-25,1234.64,1239.22,1228.18,1231.58
2018-10-26,1232.24,1243.49,1230.14,1233.94
2018-10-29,1233.31,1235.45,1224.47,1230.24
2018-10-30,1229.85,1230.66,1219.96,1223.45
2018-10-31,1222.63,1223.05,1212.07,1215.37
2018-11-01,1215.32,1237.39,1215.3,1232.93
2018-11-02,1234.22,1236.44,1229.93,1233.04
2018-11-05,1233.19,1235.13,1226.97,1231.9
2018-11-06,1231.7,1235.98,1223.57,1227.46
2018-11-07,1227.24,1235.97,1223.32,1227.13
2018-11-08,1226.6,1227.13,1220.27,1223.63
2018-11-09,1223.55,1223.75,1206.79,1209.95
2018-11-12,1208.41,1211.45,1200.01,1200.01
2018-11-13,1200.53,1205.25,1196.4,1202.2
2018-11-14,1202.2,1216.32,1197.79,1211.69
2018-11-15,1211.18,1216.5,1208.13,1214.22
2018-11-16,1213.91,1225.35,1213.25,1222.05
2018-11-19,1222.51,1225.27,1218.06,1224.09
2018-11-20,1224.12,1228.79,1220.11,1221.33
2018-11-21,1221.73,1230.08,1219.88,1226.64
2018-11-22,1226.13,1229.13,1224.98,1227.38
2018-11-23,1227.13,1228.61,1220.43,1223.11
2018-11-26,1223.49,1228.06,1221.81,1223.53
2018-11-27,1222.27,1225.27,1212.04,1215.72
2018-11-28,1214.96,1226.56,1211.29,1221.14
2018-11-29,1220.81,1229.01,1220.58,1224.75
2018-11-30,1224.29,1225.49,1216.79,1222.13
2018-12-03,1222.34,1234.98,1221.38,1231.54
2018-12-04,1231.33,1241.97,1230.58,1239.03
2018-12-05,1239.1,1239.32,1233.39,1237.31
2018-12-06,1237.47,1244.33,1234.7,1238.42
2018-12-07,1238.05,1250.09,1237.11,1248.53
2018-12-10,1249.96,1250.91,1241.51,1244.45
2018-12-11,1244.62,1249.58,1241.13,1243.66
2018-12-12,1243.17,1247.32,1242.15,1245.64
2018-12-13,1246.37,1246.8,1240.27,1242.66
2018-12-14,1241.92,1243.12,1233.01,1238.43
2018-12-17,1239.22,1248.09,1235.9,1246.7
2018-12-18,1246.07,1250.3,1245.14,1248.35
2018-12-19,1249.85,1258.06,1241.7,1243.07
2018-12-20,1243.46,1266.5,1242.7,1260.68
2018-12-21,1260.55,1262.78,1254.02,1255.46
2018-12-24,1257.54,1270.15,1257.54,1269.2
2018-12-26,1269.3,1279.07,1264.26,1267.41
2018-12-27,1266.68,1278.99,1266.62,1275.59
2018-12-28,1275.68,1282.19,1274.38,1280.04
2018-12-31,1280.85,1284.14,1277.54,1282.56
2019-01-02,1282.6,1288.79,1278.5,1283.74
2019-01-03,1286.46,1294.81,1284.67,1293.53
2019-01-04,1294.23,1298.58,1276.8,1285.03
2019-01-07,1286.01,1295.09,1282.76,1288.78
2019-01-08,1288.88,1290.25,1279.46,1284.67
2019-01-09,1285.07,1293.92,1280.2,1292.77
2019-01-10,1293.87,1297.13,1286.23,1287.72
2019-01-11,1286.67,1295.21,1286.67,1288.25
2019-01-14,1287.68,1295.93,1287.59,1291.55
2019-01-15,1292.08,1294.74,1286.87,1289.34
2019-01-16,1289.34,1295,1288.02,1294.33
2019-01-17,1294.15,1295.37,1288.87,1291.85
2019-01-18,1292.28,1292.54,1280.73,1280.96
2019-01-21,1280.81,1283.62,1276.79,1280.28
2019-01-22,1279.67,1285.5,1277.52,1283.53
2019-01-23,1285.22,1286.52,1278.8,1283.15
2019-01-24,1283.07,1284.86,1276.91,1281.05
2019-01-25,1280.96,1300.33,1279.85,1300.23
2019-01-28,1302.32,1304.48,1297.8,1302.85
2019-01-29,1303.4,1312.01,1302.4,1310.86
2019-01-30,1312.06,1323.43,1309.17,1320.58
2019-01-31,1320.6,1326.32,1317.55,1321.37
2019-02-01,1321.34,1323.58,1316,1317.93
2019-02-04,1318.18,1319.14,1308.78,1311.3
2019-02-05,1312.24,1316.94,1310.89,1314.91
2019-02-06,1315.46,1315.88,1305.84,1307.21
2019-02-07,1306.8,1312,1302.9,1310.94
2019-02-08,1310.4,1315.68,1307.7,1314.45
2019-02-11,1314.43,1314.94,1303.81,1308.06
2019-02-12,1308.22,1314.83,1306.59,1310.3
2019-02-13,1309.56,1318.2,1305.14,1306.54
2019-02-14,1305.96,1314.4,1302.61,1311.97
2019-02-15,1312.79,1322.66,1311.08,1321.04
2019-02-18,1321.64,1327.69,1320.45,1326.53
2019-02-19,1326.19,1341.85,1322.93,1340.51
2019-02-20,1340.6,1346.8,1337.07,1339.14
2019-02-21,1338.86,1341.61,1322.16,1324.52
2019-02-22,1325.83,1333.15,1321.57,1328.46
2019-02-25,1329.06,1332.59,1325.27,1328.15
2019-02-26,1327.54,1330.26,1323.59,1328.52
2019-02-27,1323.75,1329.95,1317.05,1321.01
2019-02-28,1319.88,1327.2,1311.05,1312.45
2019-03-01,1314.14,1315.24,1290.25,1291.39
2019-03-04,1290.36,1297.12,1283.02,1287.38
2019-03-05,1286.54,1290.01,1281.32,1288.48
2019-03-06,1287.79,1290.94,1283.69,1286.06
2019-03-07,1286.71,1289.08,1281.02,1285.07
2019-03-08,1286.07,1300.81,1285.31,1300.17
2019-03-11,1296.67,1299.19,1290.58,1293.71
2019-03-12,1293.01,1303.86,1292.11,1301.22
2019-03-13,1301,1311.31,1300.96,1308.9
2019-03-14,1309.9,1310.42,1292.95,1296.48
2019-03-15,1296.51,1306.46,1294.09,1302.25
2019-03-18,1302.31,1306.79,1298.3,1303.89
2019-03-19,1303.46,1310.95,1302.56,1306.05
2019-03-20,1306.85,1316.98,1298.78,1313.69
2019-03-21,1314.13,1320.26,1303.44,1309.36
2019-03-22,1309.2,1314.98,1306.92,1313.31
2019-03-25,1312.6,1324.58,1311.09,1321.84
2019-03-26,1322.26,1323.34,1312.78,1316.08
2019-03-27,1316.53,1319.35,1308.25,1309.78
2019-03-28,1309.65,1312.38,1288.69,1290.6
2019-03-29,1291.14,1299.83,1286.91,1292.3
2019-04-01,1292.46,1297.1,1286.53,1287.7
2019-04-02,1287.75,1292.75,1285.46,1292.5
2019-04-03,1292.55,1294.55,1288.41,1290.46
2019-04-04,1290.24,1294.45,1281.05,1291.7
2019-04-05,1292.32,1293.68,1284.58,1291.91
2019-04-08,1291.95,1303.76,1291.51,1298.22
2019-04-09,1297.71,1306.23,1296.69,1305.19
2019-04-10,1304.38,1310.63,1301.07,1306.86
2019-04-11,1308.37,1309.26,1289.74,1293.17
2019-04-12,1292.79,1295.84,1290.11,1290.34
2019-04-15,1291.42,1292.02,1282.63,1289
2019-04-16,1287.89,1288.78,1273.42,1276.9
2019-04-17,1276.88,1279.78,1273.16,1274.54
2019-04-18,1273.8,1277.72,1271.33,1275.77
2019-04-22,1275.64,1279.88,1273.2,1274.86
2019-04-23,1275.3,1276.57,1266.55,1271.78
2019-04-24,1272.3,1278.61,1268.86,1275.62
2019-04-25,1275.91,1282.66,1273.45,1276.71
2019-04-26,1277.19,1288.76,1274.6,1285.53
2019-04-29,1287.44,1287.44,1278.21,1280.79
2019-04-30,1280.1,1286.27,1279.87,1283.48
2019-05-01,1283.34,1287.29,1273.25,1277.63
2019-05-02,1276.95,1278.06,1266.48,1270.92
2019-05-03,1270.74,1282.61,1268.76,1278.29
2019-05-06,1278.94,1285.87,1276.88,1280.5
2019-05-07,1281.33,1286.13,1278.31,1281.78
2019-05-08,1284.41,1291.51,1279.51,1281.57
2019-05-09,1280.9,1288.21,1279.75,1283.91
2019-05-10,1284.23,1289.46,1283.26,1286.07
2019-05-13,1287.92,1301.27,1282.05,1299.23
2019-05-14,1300.09,1303.37,1293.81,1295.77
2019-05-15,1297.19,1300.93,1293.13,1296.51
2019-05-16,1296.65,1298.79,1284.22,1288
2019-05-17,1287.04,1288.99,1275.12,1278.08
2019-05-20,1277.62,1278.99,1273.75,1276.53
2019-05-21,1277.72,1278,1269.61,1274.68
2019-05-22,1274.79,1277.26,1272.57,1274.07
2019-05-23,1273.4,1287.3,1272.9,1284.02
2019-05-24,1281.05,1285.26,1280.87,1284.79
2019-05-27,1284.64,1287.44,1283.85,1285.11
2019-05-28,1285.28,1286.66,1276.25,1278.48
2019-05-29,1279.48,1285.57,1279.18,1281.65
2019-05-30,1280.28,1289.23,1275.11,1288.55
2019-05-31,1288.45,1306.98,1287.76,1305.87
2019-06-03,1307.21,1328.02,1306.16,1325.24
2019-06-04,1324.88,1329.11,1320.08,1325.53
2019-06-05,1325.36,1344.03,1324.61,1330.27
2019-06-06,1331.22,1339.85,1327.38,1335.32
2019-06-07,1335.56,1348.29,1330.38,1341.35
2019-06-10,1336.47,1337.74,1325.21,1327.98
2019-06-11,1327.95,1329.93,1319.96,1326.85
2019-06-12,1326.87,1338.32,1326.11,1333.54
2019-06-13,1333.98,1343.18,1332.46,1342.19
2019-06-14,1342.28,1358.14,1338.1,1341.08
2019-06-17,1342.07,1343.23,1333.11,1339.65
2019-06-18,1340.11,1354.54,1338.73,1346.58
2019-06-19,1346.56,1362.64,1341.52,1360.36
2019-06-20,1360.42,1393.67,1357.81,1388.51
2019-06-21,1387.56,1410.88,1382.63,1399.03
2019-06-24,1400.48,1421.4,1400.11,1419.7
2019-06-25,1419.71,1438.8,1412.12,1423.44
2019-06-26,1423.84,1424.45,1402.3,1408.98
2019-06-27,1409.59,1412.21,1399.03,1409.76
2019-06-28,1409.96,1424.62,1405.98,1411.07
2019-07-01,1398.55,1398.55,1381.89,1384.2
2019-07-02,1383.97,1421.01,1383.39,1418.62
2019-07-03,1421.68,1437.74,1412.53,1418.41
2019-07-04,1419.25,1421.76,1410.38,1415.19
2019-07-05,1415.41,1424.3,1387.04,1400.78
2019-07-08,1398.73,1407.66,1391.93,1395.52
2019-07-09,1395.41,1400.02,1386.31,1397.57
2019-07-10,1397.47,1418.98,1390.02,1418.93
2019-07-11,1418.75,1427.06,1401.34,1403.83
2019-07-12,1404.51,1416.95,1403.27,1414.63
2019-07-15,1415.76,1419.78,1407.86,1414.1
2019-07-16,1414.64,1418.28,1401.11,1406.08
2019-07-17,1406.28,1426.84,1400.31,1426.51
2019-07-18,1426.86,1448.1,1414.82,1446.08
2019-07-19,1447.07,1452.81,1420.57,1425.7
2019-07-22,1427.78,1429.77,1422.46,1424.89
2019-07-23,1425.32,1429.85,1414.38,1417.86
2019-07-24,1417.92,1429.52,1416.43,1425.85
2019-07-25,1425.83,1433.78,1411.2,1414.6
2019-07-26,1414.32,1424.88,1413.71,1416.66
2019-07-29,1419.32,1428.18,1415.63,1426.84
2019-07-30,1426.96,1433.19,1422.4,1430.84
2019-07-31,1431.15,1434.43,1411.01,1413.73
2019-08-01,1413.05,1446.05,1400.6,1445.09
2019-08-02,1445.72,1448.83,1430.42,1440.97
2019-08-05,1440,1469.82,1436.98,1464
2019-08-06,1468.76,1474.99,1456.6,1474.35
2019-08-07,1474.45,1510.1,1472.35,1501.13
2019-08-08,1500.33,1509.44,1490.17,1500.86
2019-08-09,1505.69,1509.06,1494.96,1498.48
2019-08-12,1498,1519.82,1487.68,1511.22
2019-08-13,1511.2,1534.95,1480.29,1501.5
2019-08-14,1502.1,1524.03,1494.58,1516.33
2019-08-15,1516.64,1527.09,1508.31,1523.31
2019-08-16,1523.56,1527.95,1504.18,1514.49
2019-08-19,1512.6,1513.05,1493.32,1496.07
2019-08-20,1495.87,1508.46,1493.18,1507.19
2019-08-21,1507.55,1508.12,1496.71,1502.58
2019-08-22,1502.54,1504.49,1492.57,1498.12
2019-08-23,1498.6,1530.11,1493.62,1528.7
2019-08-26,1539.19,1555.16,1525.29,1527.4
2019-08-27,1527.7,1544.68,1526.01,1542.79
2019-08-28,1542.13,1546.86,1532.07,1538.95
2019-08-29,1539.17,1550.42,1519.93,1527.65
2019-08-30,1527.9,1533.19,1517.12,1523.72
2019-09-02,1528.45,1533.97,1519.47,1529.28
2019-09-03,1529.55,1549.7,1521.76,1547.13
2019-09-04,1547.19,1557.1,1533.99,1552.54
2019-09-05,1552.02,1553.05,1506.88,1519.06
2019-09-06,1518.5,1527.89,1502.93,1505.78
2019-09-09,1508.1,1515.54,1497.75,1499.2
2019-09-10,1498.98,1500.9,1484.7,1485.8
2019-09-11,1485.9,1498.29,1485.3,1497.04
2019-09-12,1497.58,1524.27,1489.39,1499.27
2019-09-13,1498.9,1509.04,1485.74,1486.81
2019-09-16,1505.82,1512.14,1496.02,1497.6
2019-09-17,1498.41,1507.16,1493.59,1501.37
2019-09-18,1501.55,1511.24,1484.46,1493.96
2019-09-19,1494,1504.39,1489.13,1499.03
2019-09-20,1499.31,1517.1,1498.01,1516.36
2019-09-23,1514.48,1526.86,1511.47,1522.3
2019-09-24,1522.44,1535.7,1515.9,1531.77
2019-09-25,1531.61,1535.17,1500.66,1503.95
2019-09-26,1504.01,1512.34,1501.32,1504.83
2019-09-27,1505,1507.45,1487.1,1496.62
2019-09-30,1495.16,1499.85,1464.64,1472.72
2019-10-01,1472.34,1487.24,1459.25,1479.13
2019-10-02,1478.94,1504.96,1474.69,1499.43
2019-10-03,1499.58,1519.44,1495.97,1505.19
2019-10-04,1505.15,1513.86,1496.18,1505.16
2019-10-07,1512.54,1512.54,1488.17,1493.44
2019-10-08,1493.57,1509.46,1487.25,1505.54
2019-10-09,1505.8,1511.86,1499.98,1505.57
2019-10-10,1505.86,1516.98,1491.33,1494.14
2019-10-11,1494.23,1503.24,1474.1,1485.84
2019-10-14,1488.2,1497.08,1482.93,1493.25
2019-10-15,1493.4,1498.28,1477.53,1481.08
2019-10-16,1481.25,1491.53,1477.23,1490.08
2019-10-17,1490.4,1497.36,1483.46,1491.9
2019-10-18,1492.1,1494.18,1484.98,1490.63
2019-10-21,1491.58,1495.21,1481.92,1484.5
2019-10-22,1485.08,1489.02,1481.02,1487.64
2019-10-23,1488.01,1496.4,1487.61,1492.13
2019-10-24,1492.03,1504.05,1488.15,1503.95
2019-10-25,1503.82,1517.99,1500.72,1505.77
2019-10-28,1503.26,1508.26,1490.17,1492.59
2019-10-29,1492.11,1494.87,1483.66,1488.35
2019-10-30,1487.4,1496.64,1481.33,1496.54
2019-10-31,1495.68,1514.26,1494.04,1513.17
2019-11-01,1512.4,1515.88,1503.51,1514.34
2019-11-04,1513.33,1514.8,1504.52,1509.83
2019-11-05,1509.51,1509.75,1479.88,1483.61
2019-11-06,1482.95,1494.13,1482.49,1490.58
2019-11-07,1490.17,1492.24,1460.7,1468.51
2019-11-08,1468.62,1472.95,1456.34,1458.8
2019-11-11,1459.01,1466.49,1448.3,1455.82
2019-11-12,1455.18,1460.45,1445.78,1456.3
2019-11-13,1456.24,1467.13,1455.9,1463.55
2019-11-14,1463.47,1474.65,1461.3,1471.36
2019-11-15,1471.29,1471.46,1462.55,1466.91
2019-11-18,1467.83,1473.97,1456.49,1471.4
2019-11-19,1471.48,1475.55,1464.97,1472.46
2019-11-20,1472.53,1478.87,1465.8,1471.6
2019-11-21,1474.9,1475.69,1462.5,1464.46
2019-11-22,1464.26,1473.26,1461.52,1462.16
2019-11-25,1460.69,1462.18,1454.18,1455.28
2019-11-26,1455.05,1462.91,1450.25,1461.36
2019-11-27,1461.69,1461.99,1452.79,1454.44
2019-11-28,1454.72,1458.34,1454.46,1455.86
2019-11-29,1455.54,1466.61,1453.11,1464.02
2019-12-02,1464.07,1465.07,1454.05,1462.39
2019-12-03,1462.25,1481.76,1459.89,1477.49
2019-12-04,1477.35,1484.07,1471.53,1474.62
2019-12-05,1474.74,1480.41,1473.06,1476.07
2019-12-06,1475.8,1479.34,1458.86,1460.61
2019-12-09,1459.65,1465.37,1458.8,1461.62
2019-12-10,1461.72,1469.19,1460.17,1464.35
2019-12-11,1463.98,1478.78,1462.96,1474.72
2019-12-12,1474.82,1486.78,1464.28,1469.84
2019-12-13,1467.23,1478.01,1462.58,1476.61
2019-12-16,1475.65,1479.83,1473.28,1476.19
2019-12-17,1476.05,1480.68,1474.25,1476.16
2019-12-18,1476.13,1479.33,1470.61,1475.48
2019-12-19,1475.6,1481.73,1473.37,1478.75
2019-12-20,1478.76,1481.01,1475.93,1477.58
2019-12-23,1478.5,1486.2,1477.58,1485.77
2019-12-24,1485.55,1500.64,1484.47,1499.56
2019-12-26,1500.15,1512.55,1497.61,1511.29
2019-12-27,1511.12,1515.35,1507.44,1510.86
2019-12-30,1511.63,1516.17,1510.88,1515.12
2019-12-31,1514.89,1525.31,1514.73,1517.305
2020-01-02,1518.17,1531.32,1517.32,1529.14
2020-01-03,1529.16,1553.4,1528.05,1549.02
2020-01-06,1560.58,1586.76,1560.58,1565.74
2020-01-07,1565.48,1577.18,1555.43,1574.26
2020-01-08,1576.75,1611.45,1552.36,1556.42
2020-01-09,1556.85,1561.37,1540.4,1552.39
2020-01-10,1552.31,1561.09,1545.81,1560.3
2020-01-13,1560.71,1561.02,1546.98,1547.89
2020-01-14,1548.36,1548.92,1536.12,1546.44
2020-01-15,1546.36,1558.38,1546.11,1556.29
2020-01-16,1556.42,1558.15,1548.21,1552.48
2020-01-17,1552.54,1561.3,1549.53,1557.07
2020-01-20,1557.52,1563.96,1556.45,1560.62
2020-01-21,1560.92,1568.62,1546.52,1558.21
2020-01-22,1558.63,1559.29,1550.27,1558.9
2020-01-23,1559,1567.99,1552.07,1562.91
2020-01-24,1562.82,1575.86,1556.68,1571.66
2020-01-27,1581.29,1588.41,1576,1582.04
2020-01-28,1581.79,1583.07,1565.65,1567.29
2020-01-29,1567.04,1578.02,1563.47,1576.82
2020-01-30,1577.16,1586.18,1572.4,1574.47
2020-01-31,1573.92,1589.4,1570.93,1586.88
2020-02-03,1593.43,1593.57,1570.51,1576.74
2020-02-04,1577.24,1579.62,1549.15,1552.91
2020-02-05,1552.94,1562.44,1547.58,1555.99
2020-02-06,1556.23,1568.12,1552.61,1566.73
2020-02-07,1566.85,1574.1,1560.84,1570.19
2020-02-10,1572.05,1577.05,1568.11,1572.15
2020-02-11,1572.19,1573.98,1562.3,1567.93
2020-02-12,1568.07,1570.47,1562.11,1566.09
2020-02-13,1566.04,1578.35,1565.74,1576.01
2020-02-14,1576.17,1584.44,1573.43,1582.65
2020-02-17,1582.4,1583.82,1578.93,1581.3
2020-02-18,1584.33,1605.15,1582.51,1601.62
2020-02-19,1601.68,1613.16,1599.6,1611.76
2020-02-20,1612.29,1623.9,1604.06,1619.63
2020-02-21,1620.57,1649.16,1618.79,1643.37
2020-02-24,1654.84,1689.04,1651.16,1659.41
2020-02-25,1659.35,1664.01,1626.67,1635.21
2020-02-26,1634.97,1655.02,1625.01,1640.98
2020-02-27,1640.81,1660.39,1635.43,1645
2020-02-28,1644.275,1649.59,1563.49,1577.4
2020-03-02,1592.13,1610.95,1575.87,1589.37
2020-03-03,1587.07,1649.23,1586.79,1640.92
2020-03-04,1640.18,1652.38,1632.21,1636.97
2020-03-05,1639.46,1674.64,1635.16,1672.21
2020-03-06,1672.58,1692.07,1645.45,1673.21
2020-03-09,1698.35,1703.16,1657.93,1678.8
