Date,Open,High,Low,Close
2017-03-08,1215.5,1218.65,1206.78,1207.51
2017-03-09,1208.09,1209.06,1199.38,1203.29
2017-03-10,1200.75,1206.43,1195.26,1204.45
2017-03-13,1206,1211.26,1202.6,1203.95
2017-03-14,1202.05,1207.68,1197.48,1198.94
2017-03-15,1199.02,1222.02,1197.72,1218.47
2017-03-16,1219.29,1233.46,1218.69,1227.3
2017-03-17,1226.46,1231.74,1224.57,1229.42
2017-03-20,1230.59,1235.5,1229.48,1234.51
2017-03-21,1234.55,1247.66,1227,1244.59
2017-03-22,1245.83,1251.36,1244.08,1248.43
2017-03-23,1247.24,1253.31,1242.59,1244.46
2017-03-24,1244.81,1251.98,1241.09,1243.73
2017-03-27,1246.29,1261.1,1246.29,1254.47
2017-03-28,1253.64,1258.41,1247.76,1251.9
2017-03-29,1250.96,1254.74,1247.42,1253.7
2017-03-30,1253.75,1253.91,1242.34,1242.34
2017-03-31,1242.59,1250.67,1240.04,1247.31
2017-04-03,1250.51,1253.77,1244.58,1253.55
2017-04-04,1253.63,1261.27,1253.63,1256.27
2017-04-05,1256.26,1257.31,1243.94,1255.52
2017-04-06,1255.92,1259.01,1249.89,1251.49
2017-04-07,1252.06,1270.87,1250.69,1254.75
2017-04-10,1254.06,1257.07,1247.28,1254.14
2017-04-11,1255.12,1275.19,1253.36,1273.57
2017-04-12,1274.85,1287.08,1272.19,1287.06
2017-04-13,1286.21,1288.62,1282.08,1286.99
2017-04-17,1290.47,1295.54,1281.53,1285.16
2017-04-18,1284.73,1292.38,1279.02,1289.63
2017-04-19,1289.86,1290.84,1274.41,1279.96
2017-04-20,1280.43,1283.34,1276.81,1282.18
2017-04-21,1282.1,1288.32,1278.6,1284.94
2017-04-24,1275.39,1277.47,1265.66,1276.01
2017-04-25,1276.59,1278.24,1261.71,1263.92
2017-04-26,1264.25,1270.59,1260.16,1268.23
2017-04-27,1268.9,1269.68,1261.43,1264.65
2017-04-28,1264.26,1268.65,1263.23,1268.16
2017-05-01,1268.39,1271.2,1254.33,1256.15
2017-05-02,1256.63,1257.86,1252.13,1256.95
2017-05-03,1256.75,1257.04,1236.13,1237.56
2017-05-04,1238.62,1241.38,1225.82,1227.89
2017-05-05,1228.33,1235.66,1226.36,1229.41
2017-05-08,1221.59,1236.61,1221.59,1225.51
2017-05-09,1226.13,1228.67,1214.33,1221.11
2017-05-10,1222,1225.73,1217.77,1219.34
2017-05-11,1219.18,1227.78,1217.54,1224.98
2017-05-12,1225.3,1231.8,1224.52,1228.01
2017-05-15,1228.37,1237.32,1227.13,1231.06
2017-05-16,1231.45,1239.18,1230.45,1236.78
2017-05-17,1237.13,1261.91,1236.63,1261.91
2017-05-18,1261.06,1265.06,1246.17,1246.88
2017-05-19,1247.12,1256.51,1246.5,1255.14
2017-05-22,1257.53,1262.64,1251.87,1260.65
2017-05-23,1260.65,1263.87,1250.81,1251.44
2017-05-24,1251.4,1259.86,1248.02,1259.86
2017-05-25,1258.83,1259.72,1254.03,1254.99
2017-05-26,1255.81,1269.55,1253.33,1267.36
2017-05-29,1267.63,1269.2,1265.18,1266.88
2017-05-30,1267.31,1270.52,1259.6,1262.35
2017-05-31,1263.22,1274.2,1259.69,1268.58
2017-06-01,1269.12,1270.43,1261.65,1265.11
2017-06-02,1265.88,1279.15,1259.69,1278.29
2017-06-05,1280.4,1283.33,1276.57,1276.57
2017-06-06,1279.58,1296,1279.58,1293.83
2017-06-07,1294.86,1295.05,1282.85,1287.49
2017-06-08,1287.1,1289.01,1271.44,1277.27
2017-06-09,1281.67,1281.67,1264.74,1267.65
2017-06-12,1267.48,1270.35,1263.78,1266.19
2017-06-13,1265.6,1268.96,1259.44,1266.31
2017-06-14,1266.48,1280.41,1257.29,1261.26
2017-06-15,1260.93,1266.59,1251.52,1254.89
2017-06-16,1254.29,1257.14,1251.93,1254.55
2017-06-19,1254.09,1255.69,1243.17,1244.36
2017-06-20,1244.12,1248.11,1241.43,1243.68
2017-06-21,1243.03,1247.84,1241.43,1247.68
2017-06-22,1245.92,1254.74,1245.92,1250.58
2017-06-23,1250.49,1258.86,1249.93,1255.86
2017-06-26,1257.36,1258.21,1236.7,1245.31
2017-06-27,1244.55,1253.09,1241.47,1247.63
2017-06-28,1247.03,1254.76,1246.46,1249.49
2017-06-29,1249.05,1253.26,1239.94,1244.72
2017-06-30,1245.44,1248.28,1239.99,1241.38
2017-07-03,1241.81,1242.8,1218.73,1219.22
2017-07-04,1221.35,1226.61,1220.79,1223.98
2017-07-05,1223.75,1228.91,1217.55,1227.35
2017-07-06,1227.27,1229.16,1222.77,1224.6
2017-07-07,1225.15,1228.33,1207.42,1211.97
2017-07-10,1213.2,1215.18,1204.97,1214.39
2017-07-11,1214.4,1218.18,1208.3,1218.18
2017-07-12,1217.16,1225.78,1213.74,1218.29
2017-07-13,1219.7,1224.48,1216.79,1217.57
2017-07-14,1216.89,1232.85,1214.9,1228.47
2017-07-17,1229.4,1236.09,1228.41,1234.1
2017-07-18,1234.2,1244.62,1232.92,1242.4
2017-07-19,1242.72,1244.04,1236.27,1240.26
2017-07-20,1241.35,1247.63,1235.38,1244
2017-07-21,1244.55,1255.83,1243.47,1254.29
2017-07-24,1255.69,1258.82,1252.04,1255.08
2017-07-25,1255.15,1257.82,1249.21,1250.1
2017-07-26,1250.65,1263.49,1243.9,1261.31
2017-07-27,1260.83,1265.18,1254.7,1258.65
2017-07-28,1259.13,1270.91,1257.45,1269.18
2017-07-31,1270.35,1271.15,1265.84,1269.4
2017-08-01,1269.62,1274,1262.8,1268.66
2017-08-02,1269.1,1272.89,1262.97,1266.65
2017-08-03,1266.7,1270.87,1257.24,1267.92
2017-08-04,1268.83,1270.21,1254.4,1258.82
2017-08-07,1259.1,1259.99,1255.87,1257.18
2017-08-08,1257.47,1265.28,1251.67,1260.28
2017-08-09,1260.59,1278.74,1260.59,1277.37
2017-08-10,1277.09,1287.77,1274.74,1286.56
2017-08-11,1286.67,1291.74,1281.56,1290.96
2017-08-14,1290.26,1290.26,1278.71,1282.04
2017-08-15,1281.86,1281.98,1267.4,1271.5
2017-08-16,1271.54,1283.89,1267.89,1283.15
2017-08-17,1284.15,1290.04,1281.74,1287.53
2017-08-18,1288.31,1300.77,1283.89,1286.6
2017-08-21,1282.96,1293.63,1280.77,1291.98
2017-08-22,1291.97,1292.4,1282.07,1285.05
2017-08-23,1285.11,1291.36,1282.84,1290.75
2017-08-24,1290.72,1291.27,1284.83,1288.18
2017-08-25,1286.56,1294.02,1276.56,1291.08
2017-08-28,1292.29,1312.09,1292,1310.84
2017-08-29,1315.42,1326.03,1305.16,1309.86
2017-08-30,1309.09,1313.53,1305.33,1308.41
2017-08-31,1309.07,1323.58,1300.88,1320.64
2017-09-01,1321.98,1328.9,1316.75,1325.67
2017-09-04,1335.99,1339.63,1332.05,1334.38
2017-09-05,1334.1,1344.38,1326.53,1339.68
2017-09-06,1339.57,1342.53,1331.8,1334.29
2017-09-07,1334.52,1349.97,1332.65,1349.2
2017-09-08,1349.03,1357.56,1343.08,1346.54
2017-09-11,1334.21,1340.15,1326.51,1328.15
2017-09-12,1327.37,1332.1,1322.75,1332
2017-09-13,1334.48,1334.71,1320.94,1324.14
2017-09-14,1323.89,1330.61,1316.12,1328.97
2017-09-15,1329.69,1334.32,1319.97,1320.91
2017-09-18,1320.11,1320.11,1304.75,1307.22
2017-09-19,1306.49,1311.75,1305.64,1311.15
2017-09-20,1311.14,1316,1296.2,1300.93
2017-09-21,1301.45,1301.78,1288.3,1291.98
2017-09-22,1291.4,1298.77,1291.38,1297.19
2017-09-25,1297.97,1311.54,1290.94,1310.78
2017-09-26,1311.2,1313.64,1292.86,1293.11
2017-09-27,1294.22,1296.17,1281.59,1282.82
2017-09-28,1282.49,1288.74,1277.91,1286
2017-09-29,1287.25,1290.21,1279.83,1280.59
2017-10-02,1280.04,1280.33,1270.64,1271.14
2017-10-03,1270.95,1274.78,1268.47,1271.65
2017-10-04,1271.87,1282.17,1270.83,1274.24
2017-10-05,1274.97,1279.05,1266.78,1268.37
2017-10-06,1268.27,1275.71,1260.69,1274.88
2017-10-09,1276.41,1285.39,1275.4,1283.55
2017-10-10,1284.11,1294.29,1282.21,1288.05
2017-10-11,1288.18,1293.6,1284.66,1291.75
2017-10-12,1292.24,1297.46,1289.84,1294.41
2017-10-13,1293.78,1303.88,1291.28,1303.5
2017-10-16,1303.39,1306.09,1290.93,1295.79
2017-10-17,1295.21,1296.36,1281.82,1285.7
2017-10-18,1285.1,1288.84,1277.06,1281.58
2017-10-19,1281.06,1290.39,1276.84,1289.86
2017-10-20,1289.74,1291.16,1278.14,1280.68
2017-10-23,1278.49,1283.33,1272.66,1281.5
2017-10-24,1282.15,1283.73,1273.84,1276.78
2017-10-25,1276.84,1280.01,1271.29,1276.98
2017-10-26,1277.42,1282.6,1265.95,1267.56
2017-10-27,1267.21,1273.89,1263.89,1273.25
2017-10-30,1272.74,1278.89,1269.08,1276.22
2017-10-31,1276.22,1278.21,1267.89,1271.31
2017-11-01,1270.6,1280.93,1268.09,1274.71
2017-11-02,1275.74,1284.2,1273.5,1278.61
2017-11-03,1277.59,1280.18,1265.71,1269.96
2017-11-06,1270.24,1283.01,1266.27,1281.38
2017-11-07,1281.76,1281.97,1272.11,1274.69
2017-11-08,1275.89,1287.19,1275.89,1281.55
2017-11-09,1281.91,1288.33,1280.13,1285.83
2017-11-10,1285.31,1287.09,1273.58,1275.9
2017-11-13,1275.07,1279.82,1274.38,1277.67
2017-11-14,1278.69,1283.65,1270.1,1278.37
2017-11-15,1280.54,1289.38,1276.99,1278.21
2017-11-16,1278.07,1281.5,1275.25,1278.86
2017-11-17,1279,1296.95,1278.4,1293.76
2017-11-20,1293.16,1294.89,1274.69,1276.78
2017-11-21,1276.99,1284.8,1276.33,1280.52
2017-11-22,1280.68,1294.73,1279.14,1292.09
2017-11-23,1292.06,1293.62,1287.37,1291.17
2017-11-24,1291.63,1293.28,1286.07,1288.59
2017-11-27,1289.24,1299.25,1286.82,1294.5
2017-11-28,1294.33,1297.49,1290.9,1293.95
2017-11-29,1294.02,1296.75,1282.18,1283.84
2017-11-30,1283.94,1285.38,1270.41,1274.87
2017-12-01,1274.57,1289.3,1271.76,1280.78
2017-12-04,1274.8,1277.21,1271.22,1276.13
2017-12-05,1276.19,1277.12,1261.07,1265.96
2017-12-06,1265.91,1269.33,1262.65,1263.31
2017-12-07,1263.2,1264.55,1244.03,1247.2
2017-12-08,1247.63,1252.43,1244.2,1248.02
2017-12-11,1248.52,1251.6,1240.88,1242.1
2017-12-12,1241.94,1246.3,1236.57,1244.56
2017-12-13,1244.25,1257.07,1240.37,1255.49
2017-12-14,1255.36,1259.15,1250.61,1252.88
2017-12-15,1252.97,1261.9,1252.86,1255.77
2017-12-18,1254.99,1264.01,1252.84,1262.3
2017-12-19,1262.35,1265.31,1259.34,1261.75
2017-12-20,1261.67,1267.93,1261.47,1265.54
2017-12-21,1265.57,1269.02,1263.15,1266.62
2017-12-22,1266.75,1276.18,1265.14,1274.12
2017-12-26,1275.07,1283.8,1273.51,1282.95
2017-12-27,1283.5,1289,1281.43,1287.15
2017-12-28,1288.13,1295.26,1287.09,1294.96
2017-12-29,1295.26,1307.63,1293.98,1303.33
2018-01-02,1303.38,1318.99,1302.48,1317.63
2018-01-03,1317.61,1321.48,1307.48,1313.15
2018-01-04,1313.23,1326.03,1305.98,1322.67
2018-01-05,1322.73,1323.45,1313.78,1320.5
2018-01-08,1320.97,1322.19,1314.88,1320.44
2018-01-09,1320.69,1320.69,1308.95,1312.79
2018-01-10,1312.32,1327.54,1308.33,1316.99
2018-01-11,1316.99,1324.03,1315.78,1322.41
2018-01-12,1322.89,1339.4,1321.6,1338.15
2018-01-15,1336.55,1344.7,1336.07,1340.15
2018-01-16,1340.45,1342.37,1331.97,1338.43
2018-01-17,1338.68,1343.96,1326.28,1326.98
2018-01-18,1327.35,1333.15,1324.36,1327.05
2018-01-19,1327.11,1338.06,1326.53,1332.28
2018-01-22,1334.87,1335.74,1328.53,1333.94
2018-01-23,1333.8,1341.87,1331.46,1341.29
2018-01-24,1341.83,1362.02,1339.59,1358.52
2018-01-25,1357.99,1366.12,1342.7,1348.06
2018-01-26,1347.51,1357.15,1344.72,1349.64
2018-01-29,1350.05,1352.47,1337.76,1340.4
2018-01-30,1340.74,1348.99,1334.53,1338.67
2018-01-31,1338.35,1347.64,1332.88,1345.13
2018-02-01,1345.09,1351.03,1337.35,1348.69
2018-02-02,1348.99,1350.14,1327.51,1331.97
2018-02-05,1332.12,1341.58,1329.08,1339.57
2018-02-06,1340,1346.14,1320.28,1324.25
2018-02-07,1324.05,1332.38,1311.55,1318.47
2018-02-08,1318.17,1322.15,1307.15,1318.75
2018-02-09,1318.4,1322.76,1311.24,1314.84
2018-02-12,1315.15,1326.55,1314.29,1322.71
2018-02-13,1322.71,1330.85,1321.68,1329.57
2018-02-14,1329.55,1355.54,1318.96,1350.61
2018-02-15,1350.32,1357.18,1348.64,1353.58
2018-02-16,1353.6,1361.8,1344.9,1348.76
2018-02-19,1347.61,1351.32,1346.08,1346.74
2018-02-20,1346.58,1348.3,1328.53,1329.2
2018-02-21,1329.28,1336.14,1322.49,1324.62
2018-02-22,1324.01,1332.24,1321.05,1331.56
2018-02-23,1331.4,1332.25,1325.91,1329.32
2018-02-26,1327.95,1340.96,1326.79,1333.34
2018-02-27,1333.26,1336.74,1313.51,1318.37
2018-02-28,1317.95,1322.54,1315.7,1318.23
2018-03-01,1319.52,1321.13,1302.87,1317.1
2018-03-02,1317.4,1325.5,1315.31,1321.95
2018-03-05,1323.71,1327.81,1317.6,1320.42
